CTUID,PROV,Employed 
5390014.02,35,2465
5390014.03,35,1525
5390016.01,35,2295
5390016.02,35,2155
5390017.01,35,1845
5390017.02,35,2070
5390018.01,35,2120
5390018.02,35,2040
5390018.03,35,2035
5390019,35,650
5390020,35,395
5390100,35,1255
5390101,35,2535
5390102.01,35,2525
5390102.02,35,1635
5390102.03,35,675
5390110,35,1410
5390111,35,3190
5390112,35,2160
5390200,35,1535
5390201,35,2295
5390203.01,35,2315
5390203.02,35,1765
5390204,35,3045
5390205,35,710
5390206,35,2305
5390207,35,2580
5390208,35,2740
5390209.03,35,2445
5390209.04,35,1670
5390209.05,35,3490
5390209.06,35,1370
5390210,35,2825
5390211,35,2165
5390212,35,755
5390213,35,1500
5390214,35,2240
5390215,35,1775
5390220.01,35,2805
5390220.02,35,2310
5390221,35,3000
5390230,35,2955
5390240,35,3415
5390241,35,1445
5390242.01,35,3810
5390242.02,35,2180
5390300,35,675
5390301,35,2245
5390302,35,1430
5390303,35,735
5390304,35,1675
5390305,35,530
5390307,35,1925
5390308,35,815
5390309,35,1220
5390310.01,35,1085
5390310.02,35,2630
5390311.02,35,2775
5390311.03,35,2385
5390311.04,35,1530
5390321,35,1975
5390322,35,1330
5390323,35,1505
5390330,35,1895
5390331.01,35,2380
5390331.02,35,1440
5390332,35,1935
5390333,35,1490
5390334.01,35,2610
5390334.02,35,2080
5410000,35,248170
5410001.01,35,3395
5410001.03,35,2400
5410001.04,35,3200
5410002.01,35,1355
5410002.02,35,3120
5410002.03,35,1575
5410002.04,35,2405
5410002.06,35,1750
5410002.07,35,3635
5410002.09,35,2595
5410002.1,35,5345
5410002.11,35,3800
5410003,35,2240
5410004.01,35,3005
5410004.02,35,3375
5410005,35,3280
5410006,35,695
5410007,35,3575
5410008.01,35,2525
5410008.02,35,1745
5410008.04,35,2590
5410008.05,35,2135
5410008.06,35,1700
5410009.01,35,2885
5410009.02,35,2965
5410009.04,35,3035
5410009.05,35,3320
5410010,35,2640
5410011,35,2000
5410012,35,1105
5410013,35,1715
5410014.02,35,2430
5410014.03,35,3845
5410014.04,35,1635
5410014.05,35,5895
5410015,35,2550
5410016,35,2965
5410017,35,1290
5410018,35,975
5410019,35,1795
5410020,35,1420
5410021,35,2625
5410022,35,500
5410023,35,1750
5410024,35,2405
5410025,35,1595
5410100,35,2740
5410101.01,35,1475
5410101.02,35,130
5410101.03,35,3185
5410101.04,35,1700
5410102,35,1450
5410103,35,1825
5410104,35,3255
5410105,35,530
5410106.02,35,1580
5410107.01,35,2535
5410107.02,35,2985
5410108.02,35,3705
5410108.03,35,1480
5410108.04,35,2895
5410109.01,35,3225
5410109.02,35,3640
5410109.05,35,3730
5410109.06,35,6425
5410109.07,35,2220
5410110,35,2475
5410111.03,35,4235
5410111.04,35,1695
5410111.05,35,2280
5410111.06,35,2170
5410120.01,35,4160
5410120.02,35,3660
5410121,35,2425
5410122.01,35,2935
5410122.02,35,2430
5410123.01,35,2530
5410123.02,35,1485
5410124,35,1470
5410125,35,2655
5410126.01,35,1935
5410126.02,35,1740
5410126.05,35,665
5410126.06,35,3975
5410126.07,35,4370
5410126.08,35,2525
5410126.09,35,1520
5410127.01,35,2775
5410127.02,35,2160
5410128,35,940
5410129.01,35,1705
5410129.02,35,2095
5410130,35,4250
5410131.01,35,1940
5410131.03,35,3120
5410131.05,35,2340
5410131.06,35,2400
5410140.01,35,2570
5410140.02,35,2500
5430000,35,65435
5430001,35,3195
5430002.01,35,2640
5430002.02,35,1655
5430002.03,35,2820
5430003,35,2335
5430004,35,510
5430005,35,1575
5430009,35,2285
5430010,35,2055
5430011.01,35,1320
5430011.02,35,2000
5430011.03,35,2780
5430012,35,2780
5430013,35,2410
5430014.01,35,2975
5430014.02,35,3335
5430014.03,35,2665
5430014.04,35,2240
5430100,35,1745
5430101,35,1760
5430102,35,360
5430110.01,35,3405
5430110.02,35,2715
5430200,35,1040
5430201,35,3685
5430202,35,4050
5500000,35,74830
5500001.02,35,3835
5500001.03,35,1480
5500001.05,35,2155
5500001.06,35,3825
5500001.07,35,1510
5500001.08,35,1345
5500001.09,35,5395
5500002,35,2140
5500003,35,2210
5500004.01,35,970
5500004.02,35,4335
5500004.03,35,2730
5500005,35,2895
5500006,35,760
5500007,35,2300
5500008,35,1710
5500009.03,35,2015
5500009.04,35,3035
5500009.05,35,2825
5500009.06,35,2405
5500010.01,35,2430
5500010.02,35,1060
5500011,35,2990
5500012,35,1905
5500013.01,35,1700
5500013.02,35,2950
5500014,35,2535
5500015,35,1370
5500100,35,4140
5500101,35,3875
5550000,35,231750
5550001.02,35,2080
5550001.03,35,1795
5550001.05,35,1995
5550001.06,35,2435
5550001.07,35,2140
5550001.08,35,1450
5550002.01,35,1630
5550002.02,35,1330
5550002.03,35,955
5550002.04,35,1010
5550003,35,295
5550004.01,35,2460
5550004.03,35,1835
5550004.04,35,2095
5550005.01,35,2490
5550005.02,35,1820
5550005.03,35,2330
5550006.01,35,1935
5550006.02,35,2925
5550006.04,35,3280
5550006.05,35,1620
5550007.01,35,3470
5550007.02,35,1400
5550008,35,2940
5550009.01,35,2005
5550009.02,35,3360
5550010.01,35,1345
5550010.02,35,2465
5550011,35,2195
5550012,35,2750
5550013,35,1960
5550015,35,1060
5550016,35,1225
5550017,35,2115
5550018,35,2725
5550019,35,425
5550020.01,35,2745
5550020.02,35,4465
5550021,35,2140
5550022,35,2955
5550023,35,1120
5550024,35,1830
5550025,35,2155
5550026,35,3115
5550027.03,35,1825
5550027.04,35,2360
5550027.05,35,600
5550027.06,35,2305
5550027.07,35,2060
5550028,35,1335
5550029,35,1315
5550030,35,1970
5550031,35,610
5550032,35,1800
5550033,35,2535
5550034,35,2215
5550035,35,130
5550036,35,2215
5550037,35,1900
5550038,35,1735
5550039,35,2210
5550040,35,1255
5550041,35,1445
5550042,35,2090
5550043,35,1615
5550044.01,35,1820
5550044.02,35,1640
5550044.04,35,1225
5550044.05,35,3110
5550044.06,35,3060
5550044.07,35,1705
5550045,35,430
5550046,35,2640
5550047,35,2425
5550048,35,2765
5550049.01,35,3160
5550049.02,35,4850
5550050.01,35,3725
5550050.02,35,1980
5550050.03,35,1560
5550051,35,2575
5550100.01,35,2650
5550100.02,35,2675
5550110.01,35,3300
5550110.02,35,4470
5550120.01,35,2250
5550120.02,35,1515
5550120.03,35,3160
5550130,35,1820
5550140,35,1335
5550150,35,3600
5550200,35,3625
5550201,35,1085
5550202,35,1160
5550203,35,1655
5550204.01,35,1740
5550204.02,35,2260
5550205,35,1300
5550207,35,2905
5550210,35,2865
5550220,35,3660
5550230,35,2455
5550231,35,2730
5550232,35,2490
5550233,35,1195
5550234,35,3475
5550300,35,1570
5590000,35,138080
5590001,35,2515
5590002.01,35,3415
5590002.02,35,2860
5590003.01,35,2990
5590003.02,35,1325
5590004,35,3395
5590005,35,1735
5590006,35,2070
5590007,35,590
5590008,35,165
5590009,35,1705
5590010,35,1915
5590011.01,35,2015
5590011.02,35,1700
5590012,35,40
5590014,35,1030
5590015,35,2130
5590016,35,1735
5590017,35,2080
5590018.02,35,1720
5590018.03,35,1265
5590018.04,35,1405
5590019.01,35,2100
5590019.03,35,3790
5590019.04,35,1830
5590019.05,35,1610
5590020,35,1990
5590021,35,2130
5590023,35,1085
5590024,35,1485
5590026,35,1405
5590028,35,1190
5590029,35,805
5590030,35,935
5590032,35,1515
5590033,35,1135
5590034,35,1340
5590035,35,950
5590036,35,925
5590037,35,1390
5590038,35,450
5590039,35,1280
5590040,35,1560
5590041,35,3090
5590042,35,2665
5590043.01,35,2220
5590043.02,35,2445
5590100.01,35,2415
5590100.02,35,3275
5590101.01,35,1880
5590101.03,35,1710
5590101.04,35,2125
5590102,35,2805
5590110,35,3380
5590120.01,35,3835
5590120.02,35,1735
5590120.03,35,2835
5590130.01,35,4650
5590130.02,35,2900
5590140,35,2085
5590160.01,35,2140
5590160.02,35,2285
5590170.01,35,2715
5590170.02,35,1315
5590171,35,2365
5590172,35,1785
5590173,35,2300
5590174,35,2440
5620000,35,39415
5620001,35,245
5620002,35,810
5620003,35,1960
5620004,35,1405
5620005,35,1025
5620006,35,1700
5620007,35,795
5620008,35,1200
5620009,35,2235
5620010,35,1595
5620011,35,1435
5620012,35,1425
5620013,35,1995
5620100,35,930
5620101.01,35,2000
5620101.02,35,1105
5620101.03,35,2525
5620102.01,35,1485
5620102.02,35,2195
5620102.03,35,3190
5620102.04,35,1285
5620110.01,35,3045
5620110.02,35,825
5620110.03,35,2990
5680000,35,94525
5680001.01,35,3635
5680001.02,35,3320
5680001.04,35,2755
5680001.05,35,2120
5680001.06,35,520
5680001.07,35,3375
5680002,35,620
5680003,35,855
5680004.01,35,2575
5680004.03,35,1940
5680004.04,35,3050
5680004.05,35,2685
5680004.06,35,2925
5680004.07,35,1520
5680005,35,3240
5680006,35,1280
5680007,35,1500
5680008,35,3055
5680009,35,3195
5680010,35,1965
5680011.01,35,3210
5680011.02,35,1015
5680012.01,35,1705
5680012.02,35,3060
5680013,35,3255
5680014,35,2435
5680015.01,35,1975
5680015.02,35,990
5680015.03,35,1880
5680016,35,2635
5680100,35,2350
5680101,35,2625
5680102,35,2475
5680103.01,35,3490
5680103.02,35,4480
5680104,35,1175
5680200,35,2745
5680201,35,3050
5680202,35,3865
5750000,35,30440
5750001,35,130
5750002,35,3045
5750003,35,1740
5750004,35,980
5750005,35,440
5750006,35,1100
5750007,35,1060
5750008,35,2130
5750009,35,1080
5750010,35,925
5750011,35,2130
5750012,35,2295
5750013,35,1400
5750014,35,2330
5750015,35,1345
5750016,35,1600
5750017,35,1585
5750100,35,1865
5750101,35,2230
5800000,35,77275
5800001.01,35,3095
5800001.02,35,1160
5800001.03,35,2745
5800001.05,35,1120
5800001.06,35,3045
5800002,35,2095
5800003,35,1850
5800004,35,2590
5800005,35,925
5800006,35,2015
5800007,35,3215
5800008,35,1840
5800009,35,2530
5800010,35,1175
5800011,35,990
5800012,35,910
5800013,35,210
5800014,35,1385
5800015,35,1235
5800016.01,35,1055
5800016.02,35,2070
5800017.01,35,2130
5800017.02,35,1715
5800100,35,940
5800101,35,3540
5800102,35,2350
5800130,35,1440
5800131,35,2385
5800132,35,1455
5800140,35,2150
5800160,35,1855
5800161.01,35,1790
5800162,35,2260
5800190,35,2020
5800191,35,3135
5800192,35,3350
5800193.01,35,1205
5800193.02,35,1305
5800193.03,35,1160
5800194,35,1415
5900000,35,35870
5900001.01,35,2270
5900001.02,35,1270
5900002,35,1005
5900003,35,1765
5900004,35,2235
5900005,35,1255
5900006,35,785
5900007,35,650
5900008,35,535
5900009,35,2030
5900010,35,1805
5900011,35,2440
5900012,35,1025
5900013,35,1365
5900014,35,1105
5900015,35,2735
5900016,35,2915
5900017,35,2885
5900018.01,35,1185
5900018.02,35,2240
5900100,35,380
5950000,35,57430
5950001,35,700
5950002,35,1815
5950003,35,2375
5950004,35,1825
5950005,35,2270
5950007,35,2005
5950008,35,2035
5950009.01,35,1455
5950009.02,35,2280
5950010.01,35,660
5950010.02,35,1495
5950011.01,35,575
5950011.02,35,1480
5950011.03,35,1760
5950012,35,935
5950013,35,1570
5950014,35,1465
5950015,35,1280
5950016,35,1685
5950017,35,1525
5950018,35,2200
5950019,35,1405
5950020,35,225
5950021,35,2395
5950022.03,35,1245
5950022.04,35,2065
5950022.05,35,1315
5950022.06,35,3365
5950023.01,35,1700
5950023.02,35,3335
5950100.01,35,1330
5950100.03,35,1980
5950100.04,35,2000
5950101,35,1440
6020000,46,382270
6020001,46,2280
6020002,46,2890
6020003,46,2985
6020004.01,46,2625
6020004.02,46,1840
6020005,46,2830
6020006,46,2930
6020007,46,1865
6020008,46,1650
6020009,46,1925
6020010,46,3210
6020011,46,3840
6020012,46,3035
6020014,46,3705
6020015,46,3100
6020016,46,1465
6020017,46,1900
6020018,46,1540
6020019,46,1795
6020020,46,1330
6020021,46,2835
6020022,46,1895
6020023,46,1905
6020024,46,380
6020025,46,960
6020027,46,525
6020028,46,2260
6020029,46,2545
6020030,46,2180
6020031,46,1160
6020032,46,2620
6020034,46,595
6020035,46,585
6020036,46,270
6020037,46,1910
6020038,46,2515
6020039,46,1930
6020040,46,1190
6020041,46,1890
6020042,46,940
6020043,46,1370
6020044,46,1045
6020045,46,2565
6020046,46,1070
6020047,46,2415
6020048,46,2745
6020049,46,1405
6020050.01,46,1185
6020050.02,46,1865
6020051.01,46,2280
6020051.02,46,3890
6020051.03,46,3210
6020100.01,46,3630
6020100.02,46,925
6020100.05,46,2670
6020100.06,46,2235
6020100.07,46,2655
6020100.08,46,4305
6020101.01,46,2900
6020101.02,46,2385
6020102.01,46,2735
6020102.02,46,1835
6020102.03,46,1575
6020102.04,46,2355
6020103,46,1830
6020104,46,1850
6020105,46,1820
6020110.01,46,565
6020110.02,46,2765
6020110.04,46,2610
6020110.06,46,3885
6020110.07,46,3760
6020111,46,2100
6020112.01,46,1795
6020112.02,46,2510
6020113,46,1405
6020114,46,1850
6020115,46,1715
6020116,46,2680
6020117,46,1250
6020120.01,46,2515
6020120.02,46,4010
6020120.03,46,1740
6020121,46,1060
6020122.01,46,2665
6020122.02,46,2105
6020123,46,2705
6020130.01,46,2590
6020130.02,46,2955
6020131,46,2115
6020132,46,1500
6020133,46,2180
6020134,46,2495
6020140.01,46,3050
6020140.02,46,4365
6020140.03,46,4715
6020141.01,46,1695
6020141.02,46,1950
6020142.01,46,1985
6020142.02,46,3055
6020142.03,46,1400
6020142.04,46,1405
6020150.01,46,2530
6020150.02,46,2530
6020160,46,4040
6020500.01,46,3390
6020500.02,46,3265
6020500.04,46,3370
6020500.06,46,4535
6020500.07,46,2675
6020500.08,46,2725
6020500.09,46,1895
6020501.01,46,1920
6020501.02,46,3295
6020501.03,46,2960
6020502,46,1180
6020503,46,1970
6020510.02,46,3635
6020510.03,46,2245
6020510.06,46,3620
6020520.02,46,1070
6020520.03,46,3375
6020520.04,46,1450
6020520.05,46,395
6020521.01,46,2255
6020521.02,46,1495
6020522.01,46,2450
6020522.02,46,2950
6020530,46,1020
6020531,46,3165
6020532,46,510
6020533,46,2205
6020534,46,2145
6020535,46,2020
6020536,46,3555
6020537.01,46,1410
6020537.02,46,1660
6020537.03,46,1285
6020538,46,1065
6020539.01,46,1775
6020539.02,46,2165
6020540.01,46,1140
6020540.02,46,1730
6020540.03,46,2780
6020540.04,46,1255
6020541,46,110
6020542,46,1170
6020550,46,1515
6020551,46,3155
6020552.01,46,2385
6020552.02,46,1860
6020553,46,2140
6020560.01,46,2985
6020560.02,46,3505
6020560.04,46,3265
6020560.05,46,1610
6020560.06,46,4640
6020560.07,46,4285
6020570,46,2860
6020580,46,695
6020585,46,695
6020590.02,46,2655
6020590.03,46,4110
6020590.04,46,855
6020595.01,46,3690
6020595.02,46,1930
6020600,46,3155
6020700,46,3520
7050000,47,117525
7050001.01,47,1835
7050001.02,47,2295
7050002.01,47,2170
7050002.02,47,3115
7050003,47,3080
7050004,47,1310
7050005,47,2645
7050006,47,3570
7050007,47,780
7050008.01,47,3275
7050008.02,47,1695
7050009.01,47,2185
7050009.02,47,2470
7050010,47,1380
7050011,47,1955
7050012,47,3130
7050013,47,235
7050014,47,685
7050015,47,1175
7050016,47,3445
7050017,47,1235
7050018,47,2085
7050019,47,2110
7050020,47,1945
7050021,47,1360
7050022.01,47,590
7050022.02,47,2720
7050023.01,47,1735
7050023.02,47,2350
7050024,47,1590
7050025.01,47,2100
7050025.02,47,1485
7050026,47,1820
7050027,47,1710
7050028.01,47,1640
7050028.02,47,2130
7050028.03,47,2590
7050100.01,47,2315
7050100.02,47,2010
7050100.03,47,3560
7050100.04,47,4565
7050100.05,47,1495
7050100.08,47,3035
7050100.09,47,3960
7050100.1,47,4385
7050100.11,47,1390
7050100.12,47,3270
7050100.13,47,3770
7050101.01,47,2810
7250000,47,143315
7250001,47,2895
7250002.01,47,1620
7250002.02,47,4220
7250003,47,3115
7250004,47,3095
7250005,47,3365
7250006.01,47,2360
7250006.02,47,1710
7250006.03,47,3095
7250006.04,47,2830
7250008,47,1280
7250009,47,2875
7250010,47,3920
7250011.01,47,1835
7250011.02,47,1920
7250011.03,47,1790
7250012.01,47,2775
7250012.02,47,2680
7250012.03,47,1895
7250012.06,47,4490
7250012.07,47,3385
7250012.08,47,2490
7250012.09,47,2045
7250013.01,47,3120
7250013.02,47,3755
7250013.04,47,2765
7250013.05,47,4980
7250013.06,47,2480
7250013.07,47,1920
7250014,47,2580
7250015,47,2750
7250016,47,965
7250017,47,1920
7250018.01,47,1790
7250018.02,47,2165
7250018.03,47,3520
7250018.04,47,4035
7250018.05,47,2645
7250019,47,1450
7250020,47,2585
7250021.01,47,2190
7250021.02,47,2925
7250021.03,47,2765
7250021.04,47,2705
7250021.05,47,3385
7250100.01,47,2430
7250101,47,3015
7250102.01,47,5390
7250102.02,47,4400
7250103,47,1780
7250104,47,1245
7250105,47,2795
7250110,47,420
8050000,48,36850
8050001,48,1020
8050003.01,48,2090
8050003.02,48,3975
8050004,48,525
8050005.01,48,990
8050005.02,48,1915
8050006,48,2115
8050007,48,2870
8050008,48,1415
8050009,48,2105
8050010,48,2235
8050011,48,1080
8050012.01,48,1970
8050012.02,48,3135
8050013,48,1945
8050014,48,2715
8050200,48,3685
8100000,48,55550
8100001,48,1595
8100002,48,2300
8100003,48,2110
8100004,48,1600
8100005,48,2310
8100006,48,1865
8100007,48,250
8100008,48,1640
8100009,48,1350
8100010,48,30
8100011,48,2430
8100013,48,2320
8100014,48,2070
8100015,48,1685
8100016,48,3815
8100017.01,48,2550
8100017.02,48,2875
8100017.03,48,1590
8100018,48,2335
8100019,48,1815
8100020.01,48,3280
8100020.02,48,2065
8100100.02,48,2270
8100101,48,430
8100103,48,1005
8100104,48,3585
8100105,48,135
8250000,48,683190
8250001.01,48,3230
8250001.02,48,3305
8250001.03,48,1340
8250001.04,48,3595
8250001.05,48,1510
8250001.06,48,2005
8250001.07,48,3575
8250001.08,48,2900
8250001.09,48,3450
8250001.1,48,1720
8250001.11,48,2790
8250001.13,48,2805
8250001.14,48,1475
8250001.17,48,2785
8250001.22,48,2695
8250001.23,48,1990
8250001.25,48,3830
8250001.26,48,3200
8250001.28,48,2660
8250001.29,48,2540
8250001.3,48,3675
8250001.31,48,4080
8250001.32,48,3020
8250001.33,48,1600
8250001.34,48,1610
8250001.35,48,2520
8250001.36,48,3720
8250001.37,48,2680
8250001.38,48,3315
8250001.39,48,3665
8250002.02,48,3885
8250002.04,48,200
8250002.06,48,2245
8250002.07,48,3150
8250002.08,48,3095
8250002.09,48,2275
8250002.1,48,2350
8250002.11,48,2370
8250002.12,48,1120
8250002.14,48,1855
8250002.15,48,2680
8250002.16,48,4955
8250002.17,48,1350
8250002.18,48,3005
8250002.19,48,4520
8250002.2,48,4615
8250002.21,48,3930
8250002.22,48,2925
8250002.23,48,3315
8250003,48,1920
8250004,48,1600
8250005,48,1100
8250006,48,3205
8250007.01,48,3750
8250007.02,48,3685
8250007.03,48,3245
8250007.04,48,2680
8250008,48,1850
8250009,48,1570
8250010,48,4355
8250011,48,1785
8250012,48,2250
8250013,48,2820
8250014,48,2615
8250015,48,1795
8250016,48,2390
8250017.01,48,2545
8250017.03,48,1875
8250017.04,48,2535
8250017.05,48,1785
8250017.06,48,2710
8250018,48,2815
8250019,48,2740
8250020,48,2800
8250021,48,2510
8250022,48,3575
8250023,48,2475
8250024,48,3900
8250025,48,3355
8250026,48,2355
8250027,48,4675
8250028,48,2060
8250029,48,3895
8250030,48,2910
8250031,48,6105
8250032,48,1495
8250033.01,48,1990
8250033.02,48,2965
8250034,48,2315
8250035.01,48,3115
8250035.02,48,1290
8250036.01,48,1775
8250036.02,48,1630
8250037,48,1760
8250038.02,48,2090
8250038.03,48,1930
8250038.04,48,3045
8250038.05,48,2770
8250038.06,48,3345
8250038.07,48,2410
8250038.08,48,2370
8250038.1,48,2680
8250038.11,48,3065
8250038.12,48,2580
8250038.13,48,2800
8250038.14,48,3010
8250038.15,48,3395
8250038.17,48,3125
8250038.18,48,3050
8250038.2,48,3575
8250038.21,48,2755
8250038.22,48,2440
8250038.23,48,2540
8250038.24,48,3080
8250038.25,48,2615
8250038.27,48,3150
8250038.28,48,2245
8250038.29,48,4230
8250038.3,48,2735
8250038.31,48,4250
8250038.32,48,3835
8250038.33,48,4130
8250038.34,48,3840
8250039,48,3290
8250040,48,3410
8250041,48,2840
8250042,48,1035
8250043,48,3070
8250044,48,4725
8250045,48,5430
8250046.01,48,4270
8250046.02,48,3005
8250047,48,2735
8250048,48,2725
8250049.01,48,2200
8250049.02,48,3430
8250049.03,48,4560
8250050.01,48,2055
8250050.06,48,3355
8250050.07,48,1565
8250050.08,48,3075
8250050.09,48,3190
8250050.1,48,2890
8250050.11,48,1965
8250050.12,48,3100
8250050.13,48,1500
8250050.14,48,2245
8250051,48,3065
8250052.01,48,2430
8250052.02,48,2180
8250052.03,48,1710
8250052.04,48,2245
8250052.06,48,2385
8250052.07,48,2370
8250052.09,48,3075
8250052.1,48,2560
8250052.11,48,2635
8250052.12,48,1930
8250053,48,2865
8250054,48,1885
8250055,48,1435
8250056,48,3240
8250057,48,3020
8250058,48,4260
8250059,48,4555
8250060,48,2950
8250061,48,1605
8250062,48,2985
8250063,48,2380
8250064,48,3385
8250065,48,1885
